Source,ID,Title,Publication_type,Journal,Year_publication,Doi,Geography,Higher_geography,H_5,Year_study,Species_name,Genus,Species,Subspecies,Family,weight_bat_reported,weight_bat_mean,weight_bat_min,weight_bat_max,Type_device,Device_type_category,kind_device,VHF,device_weight_reported,weight_device,weight_device_min,weight_device_max,device_over5,device_%,device_%_min,device_%_max,Contact_authors,Authors_reply,Assignment,Validation
Omara_et_al_2014,Other_Omara_084,Small scale activity patterns of eptesicus nilssonii ‚äì an indication of habitat preference or interspecific processes,Research,Acta Chiropterologica,2007,http://dx.doi.org/10.3161/1733-5329(2007)9%5B503:SSAPOE%5D2.0.CO;2,"Lower Saxony, Germany",Palearctic,Yes,2002-2003,Eptesicus nilssonii,Eptesicus,nilssonii,NA,Vespertilionidae,Yes,8,8,9,VHF transmitter,VHF transmitter,Holohil BD-2A,Yes,Yes,0.64,0.64,0.64,Yes,<8.5,7.1,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_086,Winter roost-site selection by seminole bats in the lower coastal plain of south carolina,Research,Southeastern Naturalist,2005,NA,"South Carolina, USA",Nearctic,NA,2004,Lasiurus seminolus,Lasiurus,seminolus,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Biotrack,Yes,Yes,0.43,0.43,0.43,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_087,Male seminole bat winter roost-site selection in a managed forest,Research,Journal of Wildlife Management,2010,https://doi.org/10.2193/2007-595,"South Carolina, USA",Nearctic,No,2004-2006,Lasiurus seminolus,Lasiurus,seminolus,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Biotrack ; Blackburn,Yes,Yes,0.38,0.33,0.43,No,<5,2.9,4.4,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_088,Sex-specific summer roost-site selection by seminole bats in response to landscape-level forest management,Research,Journal of Mammalogy,2008,https://doi.org/10.1644/07-MAMM-A-335.1,"South Carolina, USA",Nearctic,No,2003-2006,Lasiurus seminolus,Lasiurus,seminolus,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Biotrack ; Blackburn,Yes,Yes,0.38,0.33,0.43,No,<4.3,2,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_089,Evening bat summer roost-site selection on a managed pine landscape,Research,Journal of Wildlife Management,2009,https://doi.org/10.2193/2008-211,"South Carolina, USA",Nearctic,No,2003-2006,Nycticeius humeralis,Nycticeius,humeralis,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Biotrack ; Blackburn,Yes,Yes,0.38,0.33,0.43,No,<5,1.9,3.8,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_089,Evening bat summer roost-site selection on a managed pine landscape,Research,Journal of Wildlife Management,2009,https://doi.org/10.2193/2008-211,"South Carolina, USA",Nearctic,No,2003-2006,Nycticeius humeralis,Nycticeius,humeralis,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Biotrack ; Blackburn,Yes,Yes,0.38,0.33,0.43,No,<5,2.5,4.9,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_090,"Foraging movements of a frugivorous bat, Carollia perspicillata (phyllostomatidae)",Research,Ecological Monographs,1978,https://doi.org/10.2307/2937296,"Guanacaste, Costa Rica",Neotropical,Yes,1975-1976,Carollia perspicillata,Carollia,perspicillata,NA,Phyllostomidae,Yes,20,17,22,VHF transmitter,VHF transmitter,AVM SM-1,Yes,Yes,2,2,2,Yes,<11.8,9.3,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_091,FORAGING STRATEGY AND BREEDING CONSTRAINTS OF RHINOPHYLLA PUMILIO PHYLLOSTOMIDAE IN THE AMAZON LOWLANDS,Research,Journal of Mammalogy,2007,https://doi.org/10.1644/06-MAMM-A-001R1.1,"Re ́serve Naturelle des Nouragues, French Guiana",Neotropical,Yes,NA,Rhinophylla pumilio,Rhinophylla,pumilio,NA,Phyllostomidae,Yes,NA,9,NA,VHF transmitter,VHF transmitter,Biotrack,Yes,Yes,0.7,0.7,0.7,Yes,6.9,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_091,FORAGING STRATEGY AND BREEDING CONSTRAINTS OF RHINOPHYLLA PUMILIO PHYLLOSTOMIDAE IN THE AMAZON LOWLANDS,Research,Journal of Mammalogy,2007,https://doi.org/10.1644/06-MAMM-A-001R1.1,"Re ́serve Naturelle des Nouragues, French Guiana",Neotropical,Yes,NA,Rhinophylla pumilio,Rhinophylla,pumilio,NA,Phyllostomidae,Yes,NA,9,NA,VHF transmitter,VHF transmitter,Biotrack,Yes,Yes,0.7,0.7,0.7,Yes,6.9,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_091,FORAGING STRATEGY AND BREEDING CONSTRAINTS OF RHINOPHYLLA PUMILIO PHYLLOSTOMIDAE IN THE AMAZON LOWLANDS,Research,Journal of Mammalogy,2007,https://doi.org/10.1644/06-MAMM-A-001R1.1,"Re ́serve Naturelle des Nouragues, French Guiana",Neotropical,Yes,NA,Rhinophylla pumilio,Rhinophylla,pumilio,NA,Phyllostomidae,Yes,NA,9,NA,VHF transmitter,VHF transmitter,Biotrack,Yes,Yes,0.7,0.7,0.7,Yes,6.9,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_092,FORAGING DISTANCES AND HOME RANGE OF PREGNANT AND LACTATING LITTLE BROWN BATS (MYOTIS LUCIFUGUS),Research,Journal of Mammalogy,2002,https://doi.org/10.1644/1545-1542(2002)083%3C0767:FDAHRO%3E2.0.CO;2,"Quebec, Canada",Nearctic,NA,1999-2000,Myotis lucifugus,Myotis,lucifugus,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2,Yes,Yes,0.5,0.5,0.5,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_093,"Effect of radiotransmitters on the attack success of hoary bats, Lasiurus cinereus",Research,Journal of Mammalogy,1992,https://doi.org/10.2307/1382068,Ontario; Canada,Nearctic,No,1988-1990,Lasiurus cinereus,Lasiurus,cinereus,NA,Vespertilionidae,Yes,29,NA,NA,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.9,0.9,0.9,No,<5,2.5,3.7,Yes,No,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_094,Foraging site fidelity shapes the spatial organisation of a population of female western barbastelle bats,Research,Biological Conservation,2009,https://doi.org/10.1016/j.biocon.2008.12.017,"Rhineland-Palatinate, Germany",Palearctic,No,2004-2007,Barbastella barbastellus,Barbastella,barbastellus,NA,Vespertilionidae,Yes,11,8,12,VHF transmitter,VHF transmitter,Titley,Yes,Yes,0.4,0.4,0.4,No,<4.9,3.3,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_095,Interannual fidelity to roosting habitat and flight paths by female western barbastelle bats,Research,Acta Chiropterologica,2010,https://doi.org/10.3161/150811010X504680,"Rhineland-Palatinate, Germany",Palearctic,No,2004-2007,Barbastella barbastellus,Barbastella,barbastellus,NA,Vespertilionidae,No,NA,NA,NA,LTM radio transmitters,VHF transmitter,Titley,Yes,Yes,0.4,0.4,0.4,No,NA,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_096,Fm echolocating bats shift frequencies to avoid broadcast-echo ambiguity in clutter,Research,PNAS,2010,https://doi.org/10.1073/pnas.1000429107,"Rhode Island, USA",Nearctic,No,NA,Eptesicus fuscus,Eptesicus,fuscus,NA,Vespertilionidae,Yes,NA,17,20,Ultrasound-Recorder,Microphone,Telemike,No,Yes,0.6,0.6,0.6,No,<3.5,3,3.5,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_097,"Roosting ecology and social organization of the spotted-winged fruit bat, balionycteris maculata (chiroptera : Pteropodidae), in a malaysian lowland dipterocarp forest",Research,Journal of Tropical Ecology,2003,https://doi.org/10.1017/S0266467403006060,"Kuala Lompat, Malaysia",Indomalayan,No,1995-1999,Balionycteris maculata,Balionycteris,maculata,NA,Pteropodidae,Yes,13,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2A,Yes,Yes,0.6,0.6,0.6,No,<4.5,4.5,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_098,"Emergence time and foraging activity in Pallas' mastiff bat, Molossus molossus (Chiroptera: Molossidae) in relation to sunset/sunrise and phase of the moon",Research,ACTA CHIROPTEROLOGICA,2011,http://dx.doi.org/10.3161/150811011X624875,Panama,Neotropical,No,2007,Molossus molossus,Molossus,molossus,NA,Molossidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Sparrow Systems,Yes,Yes,0.5,0.5,0.5,No,NA,NA,NA,Yes,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_098,"Emergence time and foraging activity in Pallas' mastiff bat, Molossus molossus (Chiroptera: Molossidae) in relation to sunset/sunrise and phase of the moon",Research,ACTA CHIROPTEROLOGICA,2011,http://dx.doi.org/10.3161/150811011X624875,Panama,Neotropical,No,2007,Molossus molossus,Molossus,molossus,NA,Molossidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Sparrow Systems,Yes,Yes,0.5,0.5,0.5,No,NA,NA,NA,Yes,Yes,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_099,Warming up for dinner: torpor and arousal in hibernating Natterer's bats (Myotis nattereri) studied by radio telemetry,Research,Journal of Comparative Physiology B,2012,http://dx.doi.org/10.1007/s00360-011-0631-x,England,Palearctic,Yes,2008-2010,Myotis nattereri,Myotis,nattereri,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Biotrack ag379 Pip3,Yes,Yes,NA,0.7,0.8,Yes,8.87,NA,8.87,Yes,No,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_099,Warming up for dinner: torpor and arousal in hibernating Natterer's bats (Myotis nattereri) studied by radio telemetry,Research,Journal of Comparative Physiology B,2012,http://dx.doi.org/10.1007/s00360-011-0631-x,England,Palearctic,Yes,2008-2010,Myotis nattereri,Myotis,nattereri,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Biotrack ag379 Pip3,Yes,Yes,NA,0.7,0.8,Yes,8.87,NA,8.87,Yes,No,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_100,"Foraging behaviour and energetics of a nectar-feeding bat, leptonycteris curasoae (chiroptera : Phyllostomidae)",Research,Journal of Zoology,1998,https://doi.org/10.1111/j.1469-7998.1998.tb00062.x,"Sonora, Mexico",Nearctic,NA,1989-1990,Leptonycteris curasoae,Leptonycteris,curasoae,NA,Phyllostomidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.9,0.9,0.9,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_101,Light tagging disrupts social dynamics of bat harems,Research,Acta Chiropterologica,2007,http://dx.doi.org/10.3161/1733-5329(2007)9%5B161:LTDSDO%5D2.0.CO;2,Trinidad ; Tobago,Neotropical,No,2005,Phyllostomus hastatus,Phyllostomus,hastatus,NA,Phyllostomidae,No,NA,NA,NA,Light stick,Light tag,5.08cm Light Inc,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_101,Light tagging disrupts social dynamics of bat harems,Research,Acta Chiropterologica,2007,http://dx.doi.org/10.3161/1733-5329(2007)9%5B161:LTDSDO%5D2.0.CO;2,Trinidad ; Tobago,Neotropical,No,2005,Phyllostomus hastatus,Phyllostomus,hastatus,NA,Phyllostomidae,No,NA,NA,NA,Light stick,Light tag,5.08cm Light Inc,No,No,NA,NA,NA,No,NA,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_102,"Roost selection, population size and habitat use by a colony of rafinesque’s big-eared bats (corynorhinus rafinesquii)",Research,The American Midland Naturalist,1999,https://doi.org/10.1674/0003-0031(1999)142[0363:RSPSAH]2.0.CO;2,"Kentucky, USA",Nearctic,Yes,1995,Corynorhinus rafinesquii,Corynorhinus,rafinesquii,NA,Vespertilionidae,Yes,10,9,10,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.55,0.55,0.55,Yes,<6.1,5.5,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_102,"Roost selection, population size and habitat use by a colony of rafinesque’s big-eared bats (corynorhinus rafinesquii)",Research,The American Midland Naturalist,1999,https://doi.org/10.1674/0003-0031(1999)142[0363:RSPSAH]2.0.CO;2,"Kentucky, USA",Nearctic,Yes,1995,Corynorhinus rafinesquii,Corynorhinus,rafinesquii,NA,Vespertilionidae,Yes,8,8,8,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.55,0.55,0.55,Yes,<7.3,6.9,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_103,Selection of day roosts by red bats in mixed mesophytic forests,Research,The Journal of Wildlife Management,2000,https://doi.org/10.2307/3802977,"Kentucky, USA",Nearctic,NA,1996-1997,Lasiurus borealis,Lasiurus,borealis,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2,Yes,Yes,0.5,0.5,0.5,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_104,"Niche differentiation in two sympatric sibling bat species, scotophilus dinganii and scotophilus mhlanganii",Research,Journal of Mammalogy,2009,https://doi.org/10.1644/08-MAMM-A-235.1,"KwaZulu-Natal, South Africa",Afrotropical,No,2005-2006,Scotophilus dinganii,Scotuphilus,dinganii,NA,Vespertilionidae,Yes,28,22,34,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.5,0.5,0.5,No,<2.3,1.4,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_104,"Niche differentiation in two sympatric sibling bat species, scotophilus dinganii and scotophilus mhlanganii",Research,Journal of Mammalogy,2009,https://doi.org/10.1644/08-MAMM-A-235.1,"KwaZulu-Natal, South Africa",Afrotropical,No,2005-2006,Scotophilus dinganii,Scotuphilus,dinganii,NA,Vespertilionidae,Yes,28,22,34,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.5,0.5,0.5,No,<2.3,1.4,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_104,"Niche differentiation in two sympatric sibling bat species, scotophilus dinganii and scotophilus mhlanganii",Research,Journal of Mammalogy,2009,https://doi.org/10.1644/08-MAMM-A-235.1,"KwaZulu-Natal, South Africa",Afrotropical,No,2005-2006,Scotophilus mhlangani,Scotuphilus,mhlangani,NA,Vespertilionidae,Yes,26,23,30,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.5,0.5,0.5,No,<2.3,1.4,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_104,"Niche differentiation in two sympatric sibling bat species, scotophilus dinganii and scotophilus mhlanganii",Research,Journal of Mammalogy,2009,https://doi.org/10.1644/08-MAMM-A-235.1,"KwaZulu-Natal, South Africa",Afrotropical,No,2005-2006,Scotophilus mhlangani,Scotuphilus,mhlangani,NA,Vespertilionidae,Yes,26,23,30,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.5,0.5,0.5,No,<2.3,1.4,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_105,"Foraging and roosting ecology of a rare insectivorous bat species, laephotis wintoni (thomas, 1901), vespertilionidae",Research,Acta Chiropterologica,2005,http://dx.doi.org/10.3161/1733-5329(2005)7%5B101:FAREOA%5D2.0.CO;2,"Cederberg, South Africa",Afrotropical,No,2004,Laephotis wintoni,Laephotis,wintoni,NA,Vespertilionidae,Yes,10,10,10,VHF transmitter,VHF transmitter,Holohil LB-2N,Yes,Yes,0.36,0.36,0.36,No,<3.8,3.6,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_106,Day-roosts of Myotis leibii in the appalachian ridge and valley of West virginia,Research,Northeastern Naturalist,2011,https://doi.org/10.1656/045.018.0109,"West Virginia, USA",Nearctic,Yes,2008,Myotis leibii,Myotis,leibii,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2N,Yes,Yes,0.35,0.35,0.35,Yes,>7,7,7.8,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_106,Day-roosts of Myotis leibii in the appalachian ridge and valley of West virginia,Research,Northeastern Naturalist,2011,https://doi.org/10.1656/045.018.0109,"West Virginia, USA",Nearctic,Yes,2008,Myotis leibii,Myotis,leibii,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2N,Yes,Yes,0.35,0.35,0.35,Yes,>7,7,7.8,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_107,Foraging ecology of long-legged Myotis (Myotis volans) in north-central idaho,Research,Journal of Mammalogy,2007,https://doi.org/10.1644/06-MAMM-A-254R1.1,"Idaho, USA",Nearctic,No,2004-2005,Myotis volans,Myotis,volans,NA,Vespertilionidae,Yes,NA,7,NA,VHF transmitter,VHF transmitter,Holohil LB-2N,Yes,Yes,0.39,0.35,0.42,No,≤6,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_107,Foraging ecology of long-legged Myotis (Myotis volans) in north-central idaho,Research,Journal of Mammalogy,2007,https://doi.org/10.1644/06-MAMM-A-254R1.1,"Idaho, USA",Nearctic,No,2004-2005,Myotis volans,Myotis,volans,NA,Vespertilionidae,Yes,NA,7,NA,VHF transmitter,VHF transmitter,Holohil LB-2N,Yes,Yes,0.39,0.35,0.42,No,≤6,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_108,Roost tree selection by northern Myotis (Myotis septentrionalis) maternity colonies following prescribed fire in a central appalachian mountains hardwood forest,Research,Forest Ecology and Management,2009,http://dx.doi.org/10.1016/j.foreco.2009.04.008,"West Virginia, USA",Nearctic,NA,2007-2008,Myotis septentrionalis,Myotis,septentrionalis,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2N,Yes,Yes,0.35,0.35,0.35,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_109,Nocturnal activity patterns of northern Myotis (Myotis septentrionalis) during the maternity season in West virginia (USA),Research,Acta Chiropterologica,2011,http://dx.doi.org/10.3161/150811011X624866,"West Virginia, USA",Nearctic,NA,2007-2009,Myotis septentrionalis,Myotis,septentrionalis,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2N,Yes,Yes,0.35,0.35,0.35,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_110,Hibernation energetics of free-ranging little brown bats,Research,The Journal of Experimental Biology,2012,https://doi.org/10.1242/jeb.066514,"Manitoba, Canada",Nearctic,Yes,2009-2010,Myotis lucifugus,Myotis,lucifugus,NA,Vespertilionidae,No,NA,NA,NA,Radio transmitters,VHF transmitter,Holohil BD-2NT,Yes,Yes,NA,0.64,0.8,Yes,7.5,6.8,8.2,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_110,Hibernation energetics of free-ranging little brown bats,Research,The Journal of Experimental Biology,2012,https://doi.org/10.1242/jeb.066514,"Manitoba, Canada",Nearctic,Yes,2009-2010,Myotis lucifugus,Myotis,lucifugus,NA,Vespertilionidae,No,NA,NA,NA,temperature-sensitive radio transmitters,VHF transmitter,Holohil BD-2NT,Yes,Yes,NA,0.64,0.8,Yes,7.5,6.8,8.2,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_110,Hibernation energetics of free-ranging little brown bats,Research,The Journal of Experimental Biology,2012,https://doi.org/10.1242/jeb.066514,"Manitoba, Canada",Nearctic,Yes,2009-2010,Myotis lucifugus,Myotis,lucifugus,NA,Vespertilionidae,No,NA,NA,NA,temperature-sensitive radio transmitters,VHF transmitter,Holohil BD-2NT,Yes,Yes,NA,0.64,0.8,Yes,7.5,6.8,8.2,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_110,Hibernation energetics of free-ranging little brown bats,Research,The Journal of Experimental Biology,2012,https://doi.org/10.1242/jeb.066514,"Manitoba, Canada",Nearctic,Yes,2009-2010,Myotis lucifugus,Myotis,lucifugus,NA,Vespertilionidae,No,NA,NA,NA,temperature-sensitive radio transmitters,VHF transmitter,Holohil BD-2NT,Yes,Yes,NA,0.64,0.8,Yes,7.5,6.8,8.2,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_111,Gleaning bats as underestimated predators of herbivorous insects: Diet of micronycteris microtis (phyllostomidae) in Panama,Research,Journal of Tropical Ecology,2006,https://doi.org/10.1017/S0266467405002920,"Barro Colorado Island, Panama",Neotropical,Yes,2001,Micronycteris microtis,Micronycteris,microtis,NA,Phyllostomidae,Yes,NA,5,7,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.48,0.48,0.48,Yes,11.4,11.4,11.4,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_112,"Roosting and foraging behavior of two neotropical gleaning bats, tonatia silvicola and Trachops cirrhosus (phyllostomidae)",Research,The Journal of Tropical Biology and Conservation,1999,https://doi.org/10.1111/j.1744-7429.1999.tb00146.x,"Barro Colorado Island, Panama",Neotropical,No,1993,Tonatia silvicola,Tonatia,silvicola,NA,Phyllostomidae,Yes,35,35,35,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.8,NA,NA,No,NA,2.8,3,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_112,"Roosting and foraging behavior of two neotropical gleaning bats, tonatia silvicola and Trachops cirrhosus (phyllostomidae)",Research,The Journal of Tropical Biology and Conservation,1999,https://doi.org/10.1111/j.1744-7429.1999.tb00146.x,"Barro Colorado Island, Panama",Neotropical,No,1993,Tonatia silvicola,Tonatia,silvicola,NA,Phyllostomidae,Yes,27,27,29,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.8,NA,NA,No,NA,2.8,3,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_112,"Roosting and foraging behavior of two neotropical gleaning bats, tonatia silvicola and Trachops cirrhosus (phyllostomidae)",Research,The Journal of Tropical Biology and Conservation,1999,https://doi.org/10.1111/j.1744-7429.1999.tb00146.x,"Barro Colorado Island, Panama",Neotropical,No,1993,Trachops cirrhosus,Trachops,cirrhosus,NA,Phyllostomidae,Yes,28,26,29,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.8,NA,NA,No,NA,2.8,3,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_113,Transition of nonharem male to harem male status in the short-nosed fruit bat Cynopterus sphinx,Research,Elsevier GmbH,2007,https://doi.org/10.1016/j.mambio.2007.02.006,"Tamil Nadu, India",Indomalayan,No,2003,Cynopterus sphinx,Cynopterus,sphinx,NA,Pteropodidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2,Yes,Yes,1.5,NA,NA,No,NA,NA,NA,No,NA,Co-authors,Co-authors
Omara_et_al_2014,Other_Omara_114,Species-specific barrier effects of a motorway on the habitat use of two threatened forest-living bat species,Research,Biological conservation,2009,https://doi.org/10.1016/j.biocon.2008.10.022,"northern Bavaria, Germany",Palearctic,Yes,2004-2007,Barbastella barbastellus,Barbastella,barbastellus,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2,Yes,Yes,0.56,NA,NA,Some,NA,NA,5.9,No,NA,Co-authors,Co-authors
