Article Title,Abstract,Author1,Author2
High detectability with low impact: Optimizing large PIT tracking systems for cave-dwelling bats,"Passive integrated transponder (PIT) tag technology permits the resighting of animals tagged for ecological research without the need for physical re-trapping. Whilst this is effective if animals pass within centimeters of tag readers, short-distance detection capabilities have prevented the use of this technology with many species. To address this problem, we optimized a large (15 m long) flexible antenna system to provide a c. 8 m(2) vertical detection plane for detecting animals in flight. We installed antennas at two roosting caves, including the primary maternity cave, of the critically endangered southern bent-winged bat (Miniopterus orianae bassanii) in south-eastern Australia. Testing of these systems indicated PIT-tags could be detected up to 105 cm either side of the antenna plane. Over the course of a three-year study, we subcutaneously PIT-tagged 2,966 bats and logged over 1.4 million unique detections, with 97% of tagged bats detected at least once. The probability of encountering a tagged bat decreased with increasing environmental noise (unwanted signal) perceived by the system. During the study, we mitigated initial high noise levels by earthing both systems, which contributed to an increase in daily detection probability (based on the proportion of individuals known to be alive that were detected each day) from <0.2 (noise level >= 30%) to 0.7-0.8 (noise level 5%-15%). Conditional on a low (5%) noise level, model-based estimates of daily encounter probability were highest (>0.8) during peak breeding season when both female and male southern bent-winged bats congregate at the maternity cave. In this paper, we detail the methods employed and make methodological recommendations for future wildlife research using large antennas, including earthing systems as standard protocol and quantifying noise metrics as a covariate influencing the probability of detection in subsequent analyses. Our results demonstrate that large PIT antennas can be used successfully to detect small volant species, extending the scope of PIT technology and enabling a much broader range of wildlife species to be studied using this approach.",0,0
Natterer's bats prefer foraging in broad-leaved woodlands and river corridors,"We studied habitat selection by radio tracking Natterer's bats Myotis nattereri foraging in a grassland-woodland landscape. We tested the hypothesis that selection of foraging habitat is random at two levels: firstly, the selection of individual foraging ranges and secondly, the choice of foraging habitats made by individuals within these foraging ranges. Habitat selection was random at neither level. When selecting foraging ranges, bats maximized the area of semi-natural broad-leaved woodland and improved grassland and minimized that of dense coniferous plantations. During foraging, semi-natural broad-leaved woodland and river corridors were preferred, while dense coniferous plantations were avoided. Within individual foraging ranges, the intensity of foraging activity over river corridor habitat and semi-natural broad-leaved woodland was 8.2 and 3.8 times higher, respectively, than that over improved grassland. For successful management of Natterer's bat populations, semi-natural broad-leaved woodland should be retained. Clear felling of large blocks of native broad-leaved woodland should be avoided and conifers should not be used for reforestation. Tree cover along river banks should be encouraged and protected.",1,1
Offshore and coastline migration of radio-tagged Nathusius' pipistrelles,"The wind energy-bat conflict is well documented for the onshore sector, with high numbers of casualties, specifically for migratory bat species. Offshore wind turbines might be a threat to bats as well, yet offshore bat migration is poorly documented. Accordingly, potential conflicts between bat conservation and offshore wind energy production are difficult to evaluate. Here, we used automated radio-telemetry to track 50 km continuous offshore movements of two Nathusius' pipistrelles (Pipistrellus nathusii) within the Motus network. After crossing the marine waterbody, tagged bats traveled over several hundred kilometers along the coastline from Germany towards the Netherlands and Belgium. Our study highlights the possibility for migratory bats to collide with offshore and coastal wind turbines. Therefore, we plead for implementing pre- and post-construction surveys and adequate mitigation schemes at offshore wind turbines in sensitive areas of the North and Baltic Sea if not already practised.",1,1
Localization of 3D Wireless Sensor Networks Using Improved Bat Algorithm,"Node localization is one of the key technologies of wireless sensor networks, while 3D localization has been becoming a hotspot in the field of localization technology research these years. The paper proposes to transfer the 3D localization problem in WSN into global optimization one and use improved bat algorithm (IBA) for the position estimation of unknown node. For the disadvantages of bat algorithm including premature convergence and slow convergence, an IBA algorithm is proposed. The equation of velocities and positions is modified by inertia weight factor and Levy flight strategy, effectively avoiding trapping in local optimum, accelerating the convergence speed, and realizing the balance of exploration and exploitation capabilities. The experiments on Zigbee platform indicated that IBA boasts higher localization accuracy in 3D space and faster convergence.",0,0
"Ecological drivers of selection for remnant forest habitats by an insectivorous bat in a tropical, human-modified landscape","Biodiversity conservation outside protected areas reduces the impacts of anthropogenic activity and improves the benefits of ecosystem services. However, conservation also requires identification and preservation of habitats used by organisms in human-modified landscapes. Since such landscapes are heterogeneous, with fragmented habitats, space use decisions of species are expected to be non-random and dependent on resource distribution. We examined habitat selection by an insectivorous bat, Megaderma spasma in a human-modified landscape, and tested whether insect resources in the habitat drive its selection. Using high-resolution satellite imagery, we classified a 36 km2 area of a biodiversity hotspot in Western Ghats, India, into three major habitat categories: forest, plantation, and open habitat. We then tracked 18 bats across an average of 7.33 +/- 3 days using radio telemetry and sampled insect resources in forests and plantations. Compositional analysis suggested that Megaderma spasma showed selection for forest habitats. Mixed-effects conditional logistic regression showed that the odds of bats using forest habitats was on average 5.87 times higher than open habitats. Apportionment analysis of insects trapped in forests and plantations showed that habitat type contributed only 0.4% of the difference in diversity at the insect order level, suggesting that insect resources did not differ between the two habitats. However, the relative abundance of one of the bat's prey (katydids of the genus Mecopoda) was significantly higher in forest habitats than in plantations, suggesting that prey abundance in forests may drive the bat's habitat selection. Remnant forest habitats are important resources for insectivorous bats and need to be preserved for maintaining ecosystem functions in human-modified landscapes.",1,1
Post-release survival of hand-reared pipistrelle bats (Pipistrellus spp),"There is very little known about the post-release survival of hand-reared pipistrelle bats (Pipistrellus spp). We radio-tracked 12 pipistrelle bats, hand-reared and released under three different protocols: i) limited pre-release flight training and over wintering (n = 5); ii) prolonged pre-release flight training, but with limited space (n = 2) and iii) prolonged pre-release flight training in large flight cage (n = 5). Of the five bats reared under the first protocol, four were recovered, grounded, within 48 h and the signal from the fifth bat lost on day two, due either to tag failure or from the bat flying out of the study area. Both bats in the second group flew strongly on the night of release but on the second and third nights only one emerged and flew briefly. The signals from both bats remained stationary on subsequent nights. In contrast, bats from the third group were tracked for between five and ten nights, indicating that they were able to survive independently following release. These preliminary results suggest that post-release survival depends on extensive pre-release conditioning in a large flight cage, rather than the limited flight opportunities traditionally provided within domestic houses by bat carers. Other factors that may affect post-release survival are discussed and further work is encouraged to determine whether rehabilitated bats integrate with the local population.",1,1
Optimum deployment of sensor nodes in wireless sensor network using hybrid fruit fly optimization algorithm and bat optimization algorithm for 3D Environment,"Deployment of sensor nodes in three dimensional areas with sufficient coverage of sensor nodes is one of the major challenges in wireless sensor network. Coverage is main concern in node deployment because it influences the performance of wireless sensor network. For better performance of wireless sensor network it is essential to increase the coverage of nodes by locating the nodes at optimum positions with help of efficient optimization algorithm. In this paper the sensor nodes are located by using Hybrid fruit fly optimization algorithm and bat optimization algorithm in three dimensional environment. The exploration feature of fruit fly optimization algorithm is combined with exploitation characteristics of bat optimization algorithm in proposed algorithm. The grid points covered once by sensor node are removed from entire grid points for remaining nodes. With removal of grid points the overload on sensor nodes is reduced in proposed algorithm. The simulation results of Hybrid fruit fly optimization algorithm and bat optimization algorithm are compared in terms of variance, standard deviation, coverage rate and coefficient of dispersion with fruit fly optimization algorithm and bat optimization algorithm. Moreover, to verify the efficiency of proposed algorithm the results are also compared with other optimization algorithms such as artificial bee colony algorithm with dynamic search strategy, grey wolf optimization algorithm, enhanced grey wolf optimization algorithm, whale optimization algorithm, hybrid shuffled frog leaping algorithm and whale optimization algorithm, differential evolution algorithm, shuffled frog leaping algorithm, hybrid shuffled frog leaping algorithm and whale optimization algorithm based on differential evolution respectively. The simulation result signifies that proposed Hybrid fruit fly optimization algorithm and bat optimization algorithm is efficient than above stated existing optimization algorithm in terms of average coverage rate. The simulation results also demonstrate that proposed algorithm has attained maximum coverage about 99.25% which is higher as compared to existing algorithms. The standard deviation of proposed algorithm is least i.e. 0.0012 which means proposed algorithm is more reliable as compared to existing algorithms for deploying sensor nodes in three dimensional wireless sensor network.",0,0
Activity patterns and roosting of the eastern blossom-bat (Syconycteris australis),"We quantified activity patterns, foraging times and roost selection in the eastern blossom-bat (Syconycteris australis) (body mass 17.6g) in coastal northern New South Wales in winter using radio-telemetry. Bats roosted either in rainforest near their foraging site of flowering coast banksia (Banksia integrifolia) and commuted only 0.3 +/- 0.1km (n=8), whereas others roosted 2.0 +/- 0.2km (n=4) away in wet sclerophyll forest. Most bats roosted in rainforest foliage, but in the wet sclerophyll forest cabbage palm leaves (Livistonia australis) were preferred roosts, which likely reflects behavioural thermoregulation by bats. Foraging commenced 44 +/- 22min after sunset in rainforest-roosting bats, whereas bats that roosted further away and likely flew over canopies/open ground to reach their foraging site left later, especially a female roosting with her likely young (similar to 4h after sunset). Bats returned to their roosts 64 +/- 12min before sunrise. Our study shows that S. australis is capable of commuting considerable distances between appropriate roost and foraging sites when nectar is abundant. Bats appear to vary foraging times appropriately to minimise exposure to predators and to undertake parental care.",1,1
Radar-based Detection of Bats: Experiments in a Laboratory Flight Tunnel,"A high number of bats are being killed by wind energy plants (WEPs) either by direct collision with the rotor-blades or due to an abrupt drop in pressure behind the rotor blades, which leads to the rupture of blood vessels and lungs, and thus to death by internal bleeding (barotrauma). In order to prevent a high bat mortality related to WEPs, a radar sensor seems to be attractive, because bat detection can be realized at long distances and with a high sensitivity. The objective of this paper is to demonstrate the detectability of bats using a 24 GHz Doppler Radar sensor in a laboratory flight tunnel. Therefore, the experimental setup as well as the radar sensor and the measurement results will be presented.",0,0
Landscape composition and life-history traits influence bat movement and space use: Analysis of 30 years of published telemetry data,"Aim Animal movement determines home range patterns, which in turn affect individual fitness, population dynamics and ecosystem functioning. Using temperate bats, a group of particular conservation concern, we investigated how morphological traits, habitat specialization and environmental variables affect home range sizes and daily foraging movements, using a compilation of 30 years of published bat telemetry data. Location Northern America and Europe. Time period 1988-2016. Major taxa studied Bats. Methods We compiled data on home range size and mean daily distance between roosts and foraging areas at both colony and individual levels from 166 studies of 3,129 radiotracked individuals of 49 bat species. We calculated multi-scale habitat composition and configuration in the surrounding landscapes of the 165 studied roosts. Using mixed models, we examined the effects of habitat availability and spatial arrangement on bat movements, while accounting for body mass, aspect ratio, wing loading and habitat specialization. Results We found a significant effect of landscape composition on home range size and mean daily distance at both colony and individual levels. On average, home ranges were up to 42% smaller in the most habitat-diversified landscapes while mean daily distances were up to 30% shorter in the most forested landscapes. Bat home range size significantly increased with body mass, wing aspect ratio and wing loading, and decreased with habitat specialization. Main conclusions Promoting bat movements through the landscape surrounding roosts at large spatial scales is crucial for bat conservation. Forest loss and overall landscape homogenization lead temperate bats to fly further to meet their ecological requirements, by increasing home range sizes and daily foraging distances. Both processes might be more detrimental for smaller, habitat-specialized bats, less able to travel increasingly longer distances to meet their diverse needs.",0,0
A Power Consumption Balancing Algorithm Based on Evolved Bat Algorithm for Wireless Sensor Network,"It is known that sensor nodes equipped with limited battery power in wireless sensor network, the sensor network will paralyze if sensor node run out of its energy. Therefore energy awareness is an essential consideration for wireless sensor network. Recent advances in wireless sensor networks have led to many new protocols specifically for saving sensor node's energy. A new scheme for predetermining the optimized routing path is proposed based on the evolved bat algorithm (EBA) in this paper. This is the first leading precedent that the EBA is employed to provide the routing scheme for the WSN. A simulation is given and the results obtained by the EBA are compared with the AODV, the LD method based on ACO. The simulation results indicate that our proposed method shows good performance on average power consumption.",1,0
"Relations between topography, feeding sites, and foraging behavior of the vampire bat, Desmodus rotundus","The vampire bat (Desmodus rotundus) plays a crucial role in the maintenance and transmission of the rabies virus to humans and livestock, impacting public health and economic production. Its importance lies not only in its capacity to transmit the virus but also in its ability to adapt to anthropic changes, as expressed in its wide geographic distribution in Latin America. Deforestation, livestock intensification, and other human activities have reduced the abundance of its wild prey but have also provided new and abundant shelter and foraging resources for the vampire bats. We used radiotelemetry to evaluate relations between topography, feeding site choice, and foraging behavior in southeastern Brazil, where three occupied D. rotundus roosts, out of 11 possible, were systematically monitored throughout a 1-year period once every 2 months. Sixty-two vampire bats were captured; biometric data were collected and 44 radiotransmitters were installed in adult individuals, producing telemetry data that were recorded in VHF receptors installed in the farms. Elevation of the roosts was related to the farms attacked by the vampire bats. Understanding the use of the environment and resources by vampire bats is critical to improving rabies control aiming at the reduction of disease impacts. From the perspective of the official veterinary service, telemetry would be ineffective as a rabies surveillance system due to the costs and limitations of the available technology. However, livestock rabies control measures would be greatly improved if ecological characteristics of the vampire bat were considered.",1,1
The Motus Wildlife Tracking System: a collaborative research network to enhance the understanding of wildlife movement,"We describe a new collaborative network, the Motus Wildlife Tracking System (Motus; https://motus.org), which is an international network of researchers using coordinated automated radio-telemetry arrays to study movements of small flying organisms including birds, bats, and insects, at local, regional, and hemispheric scales. Radio-telemetry has been a cornerstone of tracking studies for over 50 years, and because of current limitations of geographic positioning systems (GPS) and satellite transmitters, has remained the primary means to track movements of small animals with high temporal and spatial precision. Automated receivers, along with recent miniaturization and digital coding of tags, have further improved the utility of radio-telemetry by allowing many individuals to be tracked continuously and simultaneously across broad landscapes. Motus is novel among automated arrays in that collaborators employ a single radio frequency across receiving stations over a broad geographic scale, allowing individuals to be detected at sites maintained by others. Motus also coordinates, disseminates, and archives detections and associated metadata in a central repository. Combined with the ability to track many individuals simultaneously, Motus has expanded the scope and spatial scale of research questions that can be addressed using radio-telemetry from local to regional and even hemispheric scales. Since its inception in 2012, more than 9000 individuals of over 87 species of birds, bats, and insects have been tracked, resulting in more than 250 million detections. This rich and comprehensive dataset includes detections of individuals during all phases of the annual cycle (breeding, migration, and nonbreeding), and at a variety of spatial scales, resulting in novel insights into the movement behavior of small flying animals. The value of the Motus network will grow as spatial coverage of stations and number of partners and collaborators increases. With continued expansion and support, Motus can provide a framework for global collaboration, and a coordinated approach to solving some of the most complex problems in movement biology and ecology.",1,1
Some like it cold: summer torpor by freetail bats in the Australian arid zone,"Bats are among the most successful groups of Australian arid-zone mammals and, therefore, must cope with pronounced seasonal fluctuations in ambient temperature (T (a)), food availability and unpredictable weather patterns. As knowledge about the energy conserving strategies in desert bats is scant, we used temperature-telemetry to quantify the thermal physiology of tree-roosting inland freetail bats (Mormopterus species 3, 8.5 g, n = 8) at Sturt National Park over two summers (2010-2012), when T (a) was high and insects were relatively abundant. Torpor use and activity were affected by T (a). Bats remained normothermic on the warmest days; they employed one morning torpor bout on most days and typically exhibited two torpor bouts on the coolest days. Overall, animals employed torpor on 67.9 % of bat-days and torpor bout duration ranged from 0.5 to 39.3 h. At any given T (a), torpor bouts were longer in Mormopterus than in bats from temperate and subtropical habitats. Furthermore, unlike bats from other climatic regions that used only partial passive rewarming, Mormopterus aroused from torpor using either almost entirely passive (68.9 % of all arousals) or active rewarming (31.1 %). We provide the first quantitative data on torpor in a free-ranging arid-zone molossid during summer. They demonstrate that this desert bat uses torpor extensively in summer and often rewarms passively from torpor to maximise energy and water conservation.",1,1
Automated proximity sensing in small vertebrates: design of miniaturized sensor nodes and first field tests in bats,"Social evolution has led to a stunning diversity of complex social behavior, in particular in vertebrate taxa. Thorough documentation of social interactions is crucial to study the causes and consequences of sociality in gregarious animals. Wireless digital transceivers represent a promising tool to revolutionize data collection for the study of social interactions in terms of the degree of automation, data quantity, and quality. Unfortunately, devices for automated proximity sensing via direct communication among animal-borne sensors are usually heavy and do not allow for the investigation of small animal species, which represent the majority of avian and mammalian taxa. We present a lightweight animal-borne sensor node that is built from commercially available components and uses a sophisticated scheme for energy-efficient communication, with high sampling rates at relatively low power consumption. We demonstrate the basic functionality of the sensor node under laboratory conditions and its applicability for the study of social interactions among free-ranging animals. The first field tests were performed on two species of bats in temperate and tropical ecosystems. At <2g, this sensor node is light enough to observe a broad spectrum of taxa including small vertebrates. Given our specifications, the system was especially sensitive to changes in distance within the short range (up to a distance of 4m between tags). High spatial resolution at short distances enables the evaluation of interactions among individuals at a fine scale and the investigation of close contacts. This technology opens new avenues of research, allowing detailed investigation of events associated with social contact, such as mating behavior, pathogen transmission, social learning, and resource sharing. Social behavior that is not easily observed becomes observable, for example, in animals living in burrows or in nocturnal animals. A switch from traditional methods to the application of digital transceiver chips in proximity sensing offers numerous advantages in addition to an enormous increase in data quality and quantity. For future applications, the platform allows for the integration of additional sensors that may collect physiological or environmental data. Such information complements social network studies and may allow for a deeper understanding of animal ecology and social behavior.",1,1
